CellID,Operation Type,OperationID,ProcessID,FailureID,Feature translated,Operator Number,Features,TraceabilityCode,Shift
16,Operation A,230,14833759,177052,,,53,317996,B
16,Operation A,230,14833759,177053,,,53,317996,B
16,Operation A,230,14833759,177054,,,53,317996,B
16,Operation A,230,14834562,177157,,,53,318075,B
16,Operation A,230,14858783,179160,,,53,320210,A
16,Operation A,230,14858783,179161,,,53,320210,A
16,Operation A,230,14858783,179162,,,53,320210,A
16,Operation A,230,14858783,179163,,,53,320210,A
16,Operation A,230,14858783,179164,,,53,320210,A
16,Operation A,230,14858783,179165,,,53,320210,A
16,Operation A,230,14858783,179166,,,53,320210,A
16,Operation A,230,14860465,179270,,,53,320380,A
16,Operation A,230,14860465,179271,,,53,320380,A
16,Operation A,230,14867220,179663,,,53,321026,A
16,Operation A,230,14867220,179664,,,53,321026,A
16,Operation A,230,14867220,179665,,,53,321026,A
16,Operation A,230,14867220,179666,,,53,321026,A
16,Operation A,230,14867220,179667,,,53,321026,A
16,Operation A,230,14867220,179668,,,53,321026,A
16,Operation A,230,14867220,179669,,,53,321026,A
16,Operation A,230,14867220,179670,,,53,321026,A
16,Operation A,230,14867220,179671,,,53,321026,A
16,Operation A,230,14867220,179672,,,53,321026,A
16,Operation A,230,14867220,179673,,,53,321026,A
16,Operation A,230,14867220,179674,,,53,321026,A
16,Operation A,230,14867220,179675,,,53,321026,A
16,Operation A,230,14867220,179676,,,53,321026,A
16,Operation A,230,14867220,179677,,,53,321026,A
16,Operation A,230,14867220,179678,,,53,321026,A
16,Operation A,230,14867220,179679,,,53,321026,A
16,Operation A,230,14867220,179680,,,53,321026,A
16,Operation A,230,14867220,179681,,,53,321026,A
16,Operation A,230,14867220,179682,,,53,321026,A
16,Operation A,230,14867220,179683,,,53,321026,A
16,Operation A,230,14867220,179684,,,53,321026,A
16,Operation A,230,14867220,179685,,,53,321026,A
16,Operation A,230,14867220,179686,,,53,321026,A
16,Operation A,230,14867220,179687,,,53,321026,A
16,Operation A,230,14867220,179688,,,53,321026,A
16,Operation A,230,14867220,179689,,,53,321026,A
16,Operation A,230,14873205,180102,,,53,321535,B
16,Operation A,230,14873205,180103,,,53,321535,B
16,Operation A,230,14873205,180104,,,53,321535,B
16,Operation A,230,14878412,180593,,,53,322001,C
16,Operation A,230,14878412,180594,,,53,322001,C
16,Operation A,230,14883735,181203,,83634,53,322497,A
16,Operation A,230,14884452,181243,,,53,322574,C
16,Operation A,230,14884915,181294,,83553,53,322626,A
16,Operation A,230,14884915,181295,,83553,53,322626,A
16,Operation A,230,14893905,183216,,83634,53,324496,A
16,Operation A,230,14893905,183217,,83634,53,324496,A
16,Operation A,230,14907685,183391,,,53,325669,C
16,Operation A,230,14907685,183392,,,53,325669,C
16,Operation A,230,14907685,183393,,,53,325669,C
16,Operation A,230,14958234,184161,,,53,330046,B
16,Operation A,230,14958294,184162,,,53,330050,B
16,Operation A,230,14968116,184298,,,53,330907,B
16,Operation A,230,14973773,184384,,84562,53,331392,C
16,Operation A,230,14973773,184385,,84562,53,331392,C
16,Operation A,230,14973773,184386,,,53,331392,C
16,Operation A,230,15003107,184884,,,53,333892,C
16,Operation A,230,15003107,184885,,,53,333892,C
16,Operation A,230,15003107,184886,,,53,333892,C
16,Operation A,230,15003107,184887,,,53,333892,C
16,Operation A,230,15038632,186190,,,53,336739,C
16,Operation A,230,15038632,186191,,,53,336739,C
16,Operation A,230,15072800,187052,,,53,339544,A
16,Operation A,230,15106545,187717,,,53,342426,B
16,Operation A,230,15106545,187718,,,53,342426,B
16,Operation A,230,15106545,187719,,,53,342426,B
16,Operation A,230,15106545,187720,,,53,342426,B
16,Operation A,230,15106545,187721,,,53,342426,B
16,Operation A,230,15106545,187722,,,53,342426,B
16,Operation A,230,15106545,187723,,,53,342426,B
16,Operation A,230,15106545,187724,,,53,342426,B
16,Operation A,230,15106545,187725,,,53,342426,B
16,Operation A,230,15106545,187726,,,53,342426,B
16,Operation A,230,15106545,187727,,,53,342426,B
16,Operation A,230,15106545,187728,,,53,342426,B
16,Operation A,230,15106545,187729,,,53,342426,B
16,Operation A,230,15106545,187730,,,53,342426,B
16,Operation A,230,15106545,187731,,,53,342426,B
16,Operation A,230,15106545,187732,,,53,342426,B
16,Operation A,230,15106545,187733,,,53,342426,B
16,Operation A,230,15106545,187734,,,53,342426,B
16,Operation A,230,15106545,187735,,,53,342426,B
16,Operation A,230,15106545,187736,,,53,342426,B
16,Operation A,230,15106545,187737,,,53,342426,B
16,Operation A,230,15106545,187738,,,53,342426,B
16,Operation A,230,15106545,187739,,,53,342426,B
16,Operation A,230,15106545,187740,,,53,342426,B
16,Operation A,230,15106545,187741,,,53,342426,B
16,Operation A,230,15106545,187742,,,53,342426,B
16,Operation A,230,15106545,187743,,,53,342426,B
16,Operation A,230,15106545,187744,,,53,342426,B
16,Operation A,230,15120389,187976,,,53,343530,A
16,Operation A,230,15120389,187977,,,53,343530,A
16,Operation A,230,15120389,187978,,,53,343530,A
16,Operation A,230,15120389,187979,,,53,343530,A
16,Operation A,230,15120389,187980,,,53,343530,A
16,Operation A,230,15120389,187981,,,53,343530,A
16,Operation A,230,15120389,187982,,,53,343530,A
16,Operation A,230,15120389,187983,,,53,343530,A
16,Operation A,230,15120389,187984,,,53,343530,A
16,Operation A,230,15120389,187985,,,53,343530,A
16,Operation A,230,15120389,187986,,,53,343530,A
16,Operation A,230,15120389,187987,,,53,343530,A
16,Operation A,230,15120389,187988,,,53,343530,A
16,Operation A,230,15120389,187989,,,53,343530,A
16,Operation A,230,15120389,187990,,,53,343530,A
16,Operation A,230,15120389,187991,,,53,343530,A
16,Operation A,230,15120389,187992,,,53,343530,A
16,Operation A,230,15121884,188040,,,53,343665,A
16,Operation A,230,15121884,188041,,,53,343665,A
16,Operation A,230,15121884,188042,,,53,343665,A
16,Operation A,230,15121884,188043,,,53,343665,A
16,Operation A,230,15121884,188044,,,53,343665,A
16,Operation A,230,15121884,188045,,,53,343665,A
16,Operation A,230,15121884,188046,,,53,343665,A
16,Operation A,230,15121884,188047,,,53,343665,A
16,Operation A,230,15121884,188048,,,53,343665,A
16,Operation A,230,15121884,188050,,,53,343665,A
16,Operation A,230,15122884,188059,,84842,53,343752,A
16,Operation A,230,15130481,188120,,,53,344396,B
16,Operation A,230,15130481,188121,,,53,344396,B
16,Operation A,230,15137249,188439,,,53,345227,B
16,Operation A,230,15137249,188440,,,53,345227,B
16,Operation A,230,15137249,188441,,,53,345227,B
16,Operation A,230,15137249,188442,,,53,345227,B
16,Operation A,230,15137249,188443,,,53,345227,B
16,Operation A,230,15137249,188444,,,53,345227,B
16,Operation A,230,15137249,188445,,,53,345227,B
16,Operation A,230,15137249,188446,,,53,345227,B
16,Operation A,230,15137249,188447,,,53,345227,B
16,Operation A,230,15137249,188448,,,53,345227,B
16,Operation A,230,15137249,188457,,,53,345227,B
16,Operation A,230,15137249,188458,,,53,345227,B
16,Operation A,230,15137249,188459,,,53,345227,B
16,Operation A,230,15137249,188460,,,53,345227,B
16,Operation A,230,15137249,188461,,,53,345227,B
16,Operation A,230,15140287,188585,,,53,345508,C
16,Operation A,230,15140287,188586,,,53,345508,C
16,Operation A,230,15140287,188587,,,53,345508,C
16,Operation A,230,15142799,188601,,85024,53,345743,C
16,Operation A,230,15148165,188664,,83757,53,346287,C
16,Operation A,230,15148165,188665,,83757,53,346287,C
16,Operation A,230,15148165,188666,,,53,346287,C
16,Operation A,230,15148698,188674,,,53,346342,A
16,Operation A,230,15148698,188675,,,53,346342,A
16,Operation A,230,15148698,188676,,,53,346342,A
16,Operation A,230,15149488,188681,,,53,346433,A
16,Operation A,230,15149488,188682,,,53,346433,A
16,Operation A,230,15149488,188683,,,53,346433,A
16,Operation A,230,15149488,188684,,,53,346433,A
16,Operation A,230,15149488,188685,,,53,346433,A
16,Operation A,230,15155696,188736,,,53,347229,A
16,Operation A,230,15155696,188737,,,53,347229,A
16,Operation A,230,15160734,188897,,,53,347820,A
16,Operation A,230,15160734,188898,,,53,347820,A
16,Operation A,230,15165862,189206,,,53,348369,B
16,Operation A,230,15165862,189207,,,53,348369,B
16,Operation A,230,15165862,189208,,,53,348369,B
16,Operation A,230,15165862,189209,,,53,348369,B
16,Operation A,230,15165862,189210,,,53,348369,B
16,Operation A,230,15165862,189211,,,53,348369,B
16,Operation A,230,15165862,189212,,,53,348369,B
16,Operation A,230,15165862,189213,,,53,348369,B
16,Operation A,230,15165862,189214,,,53,348369,B
16,Operation A,230,15165862,189215,,,53,348369,B
16,Operation A,230,15165862,189216,,,53,348369,B
16,Operation A,230,15165862,189217,,,53,348369,B
16,Operation A,230,15165862,189220,,,53,348369,B
16,Operation A,230,15165862,189221,,,53,348369,B
16,Operation A,230,15165862,189225,,,53,348369,B
16,Operation A,230,15165862,189226,,,53,348369,B
16,Operation A,230,15165862,189227,,,53,348369,B
16,Operation A,230,15165862,189228,,,53,348369,B
16,Operation A,230,15165862,189231,,,53,348369,B
16,Operation A,230,15165862,189232,,,53,348369,B
16,Operation A,230,15165862,189233,,,53,348369,B
16,Operation A,230,15165862,189234,,,53,348369,B
16,Operation A,230,15165862,189237,,,53,348369,B
16,Operation A,230,15165862,189238,,,53,348369,B
16,Operation A,230,15165862,189239,,,53,348369,B
16,Operation A,230,15165862,189240,,,53,348369,B
16,Operation A,230,15165862,189241,,,53,348369,B
16,Operation A,230,15165862,189242,,,53,348369,B
16,Operation A,230,15165862,189243,,,53,348369,B
16,Operation A,230,15165862,189246,,,53,348369,B
16,Operation A,230,15165862,189247,,,53,348369,B
16,Operation A,230,15165877,189248,,,53,348370,B
16,Operation A,230,15165877,189249,,,53,348370,B
16,Operation A,230,15165877,189252,,,53,348370,B
16,Operation A,230,15165877,189253,,,53,348370,B
16,Operation A,230,15165877,189254,,,53,348370,B
16,Operation A,230,15165877,189255,,,53,348370,B
16,Operation A,230,15165877,189256,,,53,348370,B
16,Operation A,230,15165877,189257,,,53,348370,B
16,Operation A,230,15165877,189258,,,53,348370,B
16,Operation A,230,15165877,189259,,,53,348370,B
16,Operation A,230,15165877,189260,,,53,348370,B
16,Operation A,230,15165877,189261,,,53,348370,B
16,Operation A,230,15165877,189262,,,53,348370,B
16,Operation A,230,15165877,189263,,,53,348370,B
16,Operation A,230,15165877,189264,,,53,348370,B
16,Operation A,230,15167372,189745,,,53,348588,B
16,Operation A,230,15167372,189746,,,53,348588,B
16,Operation A,230,15167372,189747,,,53,348588,B
16,Operation A,230,15167372,189748,,,53,348588,B
16,Operation A,230,15167372,189749,,,53,348588,B
16,Operation A,230,15167372,189750,,,53,348588,B
16,Operation A,230,15167372,189751,,,53,348588,B
16,Operation A,230,15167372,189752,,,53,348588,B
16,Operation A,230,15167372,189753,,,53,348588,B
16,Operation A,230,15167372,189754,,,53,348588,B
16,Operation A,230,15167372,189755,,,53,348588,B
16,Operation A,230,15167372,189756,,,53,348588,B
16,Operation A,230,15167372,189757,,,53,348588,B
16,Operation A,230,15167372,189758,,,53,348588,B
16,Operation A,230,15167372,189759,,,53,348588,B
16,Operation A,230,15167372,189760,,,53,348588,B
16,Operation A,230,15167372,189761,,,53,348588,B
16,Operation A,230,15167372,189762,,,53,348588,B
16,Operation A,230,15167372,189763,,,53,348588,B
16,Operation A,230,15167372,189764,,,53,348588,B
16,Operation A,230,15167372,189765,,,53,348588,B
16,Operation A,230,15167372,189766,,,53,348588,B
16,Operation A,230,15167372,189767,,,53,348588,B
16,Operation A,230,15167372,189768,,,53,348588,B
16,Operation A,230,15168212,189790,,,53,348654,B
16,Operation A,230,15168212,189791,,,53,348654,B
16,Operation A,230,15168212,189792,,,53,348654,B
16,Operation A,230,15169308,189809,,,53,348766,B
16,Operation A,230,15169308,189810,,,53,348766,B
16,Operation A,230,15169564,189823,,,53,348784,B
16,Operation A,230,15172062,189862,,83553,53,348991,C
16,Operation A,230,15172062,189863,,83553,53,348991,C
16,Operation A,230,15175615,189943,,83634,53,349287,C
16,Operation A,230,15175615,189944,,83634,53,349287,C
16,Operation A,230,15175615,189945,,,53,349287,C
16,Operation A,230,15180703,190040,,,53,349712,C
16,Operation A,230,15180703,190041,,,53,349712,C
16,Operation A,230,15180703,190042,,,53,349712,C
16,Operation A,230,15182992,190092,,83757,53,349902,A
16,Operation A,230,15182992,190093,,83757,53,349902,A
16,Operation A,230,15182992,190094,,,53,349902,A
16,Operation A,230,15185265,190185,,83757,53,350110,A
16,Operation A,230,15190618,190318,,,53,350648,A
16,Operation A,230,15190618,190319,,,53,350648,A
16,Operation A,230,15190618,190320,,,53,350648,A
16,Operation A,230,15192950,190384,,,53,350885,A
16,Operation A,230,15192980,190385,,84562,53,350887,A
16,Operation A,230,15192980,190386,,84562,53,350887,A
16,Operation A,230,15192980,190387,,,53,350887,A
16,Operation A,230,15193578,190396,,84562,53,350939,A
16,Operation A,230,15193578,190397,,84562,53,350939,B
16,Operation A,230,15200574,190590,,,53,351552,B
16,Operation A,230,15200574,190591,,,53,351552,B
16,Operation A,230,15201153,190602,,,53,351603,B
16,Operation A,230,15201153,190603,,,53,351603,B
16,Operation A,230,15202054,190636,,84562,53,351675,B
16,Operation A,230,15202054,190637,,84562,53,351675,B
16,Operation A,230,15203830,190654,,,53,351848,B
16,Operation A,230,15203830,190655,,,53,351848,B
16,Operation A,230,15205622,190673,,,53,351986,B
16,Operation A,230,15205622,190674,,,53,351986,B
16,Operation A,230,15205622,190675,,,53,351986,B
16,Operation A,230,15205738,190676,,,53,351994,B
16,Operation A,230,15205738,190677,,,53,351994,B
16,Operation A,230,15205738,190678,,,53,351994,B
16,Operation A,230,15205738,190679,,,53,351994,B
16,Operation A,230,15205738,190680,,,53,351994,B
16,Operation A,230,15205738,190681,,,53,351994,B
16,Operation A,230,15210773,190880,,,53,352406,C
16,Operation A,230,15210773,190881,,,53,352406,C
16,Operation A,230,15210773,190882,,,53,352406,C
16,Operation A,230,15211003,190888,,83634,53,352430,C
16,Operation A,230,15211003,190889,,83634,53,352430,C
16,Operation A,230,15222054,191255,,,53,353454,A
16,Operation A,230,15230797,191554,,83481,53,354361,B
16,Operation A,230,15239219,191678,,,53,355020,C
16,Operation A,230,15239219,191679,,,53,355020,C
16,Operation A,230,15245348,191754,,,53,355483,C
16,Operation A,230,15245348,191755,,,53,355483,C
16,Operation A,230,15245348,191756,,,53,355483,C
16,Operation A,230,15252633,191896,,,53,356023,A
16,Operation A,230,15253064,191901,,,53,356052,A
16,Operation A,230,15253064,191902,,,53,356052,A
16,Operation A,230,15253334,191903,,,53,356070,A
16,Operation A,230,15253334,191904,,,53,356070,A
16,Operation A,230,15253949,191908,,,53,356111,A
16,Operation A,230,15253949,191909,,,53,356111,A
16,Operation A,230,15254489,191910,,,53,356147,A
16,Operation A,230,15254489,191911,,,53,356147,A
16,Operation A,230,15254489,191912,,,53,356147,A
16,Operation A,230,15254740,191918,,,53,356164,A
16,Operation A,230,15254740,191919,,,53,356164,A
16,Operation A,230,15255651,191927,,,53,356225,B
16,Operation A,230,15255651,191928,,,53,356225,B
16,Operation A,230,15255651,191929,,,53,356225,B
16,Operation A,230,15255651,191930,,,53,356225,B
16,Operation A,230,15256206,191940,,,53,356262,B
16,Operation A,230,15256206,191941,,,53,356262,B
16,Operation A,230,15256206,191942,,,53,356262,B
16,Operation A,230,15256206,191943,,,53,356262,B
16,Operation A,230,15256206,191944,,,53,356262,B
16,Operation A,230,15256206,191945,,,53,356262,B
16,Operation A,230,15256386,191946,,,53,356274,B
16,Operation A,230,15256386,191947,,,53,356274,B
16,Operation A,230,15256386,191948,,,53,356274,B
16,Operation A,230,15256386,191949,,,53,356274,B
16,Operation A,230,15256761,191961,,,53,356299,B
16,Operation A,230,15257252,191976,,,53,356332,B
16,Operation A,230,15264302,192213,,,53,356805,C
16,Operation A,230,15267388,192295,,,53,357011,C
16,Operation A,230,15267388,192296,,,53,357011,C
16,Operation A,230,15267388,192297,,,53,357011,C
16,Operation A,230,15371693,196556,,,53,375363,A
16,Operation A,230,15496903,198895,,84460,53,388664,A
16,Operation A,230,15497110,198896,,,53,388682,A
16,Operation A,230,15545214,199254,,,53,394251,A
16,Operation A,230,15548574,199277,,,53,394644,A
16,Operation A,230,15561938,199379,,,53,396138,B
16,Operation A,230,15600959,199762,,84947,53,400629,C
16,Operation A,230,15618348,199923,,,53,402597,A
16,Operation A,230,15619305,199929,,,53,402703,A
16,Operation A,230,15619523,199938,,,53,402724,A
16,Operation A,230,15632145,200067,,83757,53,404188,B
16,Operation A,230,15659982,200286,,83553,53,408386,A
16,Operation A,230,15691410,200557,,84562,53,412212,B
16,Operation A,230,15699332,200582,,,53,413105,C
16,Operation A,230,15712505,200719,,,53,414735,B
16,Operation A,230,15712505,200720,,,53,414735,B
16,Operation A,230,15747572,200953,,84947,53,418511,B
16,Operation A,230,15774058,201095,,84947,53,421442,B
16,Operation A,231,14302948,146773,,,55,279017,C
16,Operation A,231,14302948,146774,,,55,279017,C
16,Operation A,231,14302948,146775,,,55,279017,C
16,Operation A,231,14303034,146778,,,55,279023,C
16,Operation A,231,14303034,146779,,,55,279023,C
16,Operation A,231,14303034,146780,,,55,279023,C
16,Operation A,231,14303034,146781,,,55,279023,C
16,Operation A,231,14303034,146782,,,55,279023,C
16,Operation A,231,14306275,146810,,,55,279245,A
16,Operation A,231,14317197,146955,,,55,279997,B
16,Operation A,231,14317197,146956,,,55,279997,B
16,Operation A,231,14317755,146962,,,55,280035,B
16,Operation A,231,14321495,147026,,,55,280288,B
16,Operation A,231,14324946,147094,,,55,280521,B
16,Operation A,231,14324946,147095,,,55,280521,B
16,Operation A,231,14324946,147096,,,55,280521,B
16,Operation A,231,14340795,147563,,,55,281610,A
16,Operation A,231,14347002,147731,,,55,282073,A
16,Operation A,231,14347422,147732,,,55,282101,A
16,Operation A,231,14349065,147734,,,55,282211,A
16,Operation A,231,14350235,147742,,,55,282289,A
16,Operation A,231,14350295,147745,,,55,282293,A
16,Operation A,231,14352065,147789,,,55,282411,B
16,Operation A,231,14352994,147851,,,55,282473,B
16,Operation A,231,14353669,148066,,,55,282518,B
16,Operation A,231,14353669,148067,,,55,282518,B
16,Operation A,231,14353669,148068,,,55,282518,B
16,Operation A,231,14353669,148069,,,55,282518,B
16,Operation A,231,14353669,148070,,,55,282518,B
16,Operation A,231,14353669,148071,,,55,282518,B
16,Operation A,231,14353669,148072,,,55,282518,B
16,Operation A,231,14353669,148073,,,55,282518,B
16,Operation A,231,14353669,148074,,,55,282518,B
16,Operation A,231,14353669,148075,,,55,282518,B
16,Operation A,231,14353669,148076,,,55,282518,B
16,Operation A,231,14353669,148077,,,55,282518,B
16,Operation A,231,14353669,148078,,,55,282518,B
16,Operation A,231,14353669,148079,,,55,282518,B
16,Operation A,231,14353669,148080,,,55,282518,B
16,Operation A,231,14353669,148081,,,55,282518,B
16,Operation A,231,14353669,148082,,,55,282518,B
16,Operation A,231,14353669,148083,,,55,282518,B
16,Operation A,231,14358133,148376,,,55,282823,B
16,Operation A,231,14358133,148377,,,55,282823,B
16,Operation A,231,14358133,148378,,,55,282823,B
16,Operation A,231,14358133,148379,,,55,282823,B
16,Operation A,231,14358133,148380,,,55,282823,B
16,Operation A,231,14361041,148426,,,55,283017,C
16,Operation A,231,14362101,148443,,,55,283088,C
16,Operation A,231,14365339,148495,,,55,283304,C
16,Operation A,231,14370531,148587,,,55,283653,C
16,Operation A,231,14373120,148616,,,55,283830,A
16,Operation A,231,14375130,148655,,,55,283964,A
16,Operation A,231,14378599,148719,,,55,284196,B
16,Operation A,231,14383242,148867,,,55,284506,B
16,Operation A,231,14383497,148869,,,55,284523,B
16,Operation A,231,14396177,149225,,,55,285375,A
16,Operation A,231,14397557,149240,,,55,285467,A
16,Operation A,231,14397557,149241,,,55,285467,A
16,Operation A,231,14400294,149358,,,55,285650,A
16,Operation A,231,14400788,149364,,,55,285683,A
16,Operation A,231,14400983,149365,,,55,285696,A
16,Operation A,231,14401553,149370,,,55,285734,A
16,Operation A,231,14402287,149377,,,55,285783,A
16,Operation A,231,14402691,149381,,,55,285810,A
16,Operation A,231,14404761,149600,,,55,285948,A
16,Operation A,231,14404791,149616,,,55,285950,A
16,Operation A,231,14404791,149617,,,55,285950,A
16,Operation A,231,14404791,149618,,,55,285950,A
16,Operation A,231,14404791,149619,,,55,285950,A
16,Operation A,231,14404791,149620,,,55,285950,A
16,Operation A,231,14404791,149621,,,55,285950,A
16,Operation A,231,14404791,149622,,,55,285950,A
16,Operation A,231,14404791,149623,,,55,285950,A
16,Operation A,231,14404791,149624,,,55,285950,A
16,Operation A,231,14404791,149625,,,55,285950,A
16,Operation A,231,14404791,149626,,,55,285950,A
16,Operation A,231,14404791,149627,,,55,285950,A
16,Operation A,231,14404791,149628,,,55,285950,A
16,Operation A,231,14404791,149629,,,55,285950,A
16,Operation A,231,14404791,149630,,,55,285950,A
16,Operation A,231,14404791,149631,,,55,285950,A
16,Operation A,231,14404791,149632,,,55,285950,A
16,Operation A,231,14404791,149633,,,55,285950,A
16,Operation A,231,14404791,149634,,,55,285950,A
16,Operation A,231,14404791,149635,,,55,285950,A
16,Operation A,231,14406560,149991,,,55,286068,B
16,Operation A,231,14406740,150019,,,55,286080,B
16,Operation A,231,14406740,150020,,,55,286080,B
16,Operation A,231,14406740,150021,,,55,286080,B
16,Operation A,231,14406740,150022,,,55,286080,B
16,Operation A,231,14406740,150023,,,55,286080,B
16,Operation A,231,14406740,150024,,,55,286080,B
16,Operation A,231,14406740,150025,,,55,286080,B
16,Operation A,231,14406740,150026,,,55,286080,B
16,Operation A,231,14406740,150027,,,55,286080,B
16,Operation A,231,14406740,150028,,,55,286080,B
16,Operation A,231,14406740,150029,,,55,286080,B
16,Operation A,231,14406740,150030,,,55,286080,B
16,Operation A,231,14406740,150031,,,55,286080,B
16,Operation A,231,14406740,150032,,,55,286080,B
16,Operation A,231,14406740,150033,,,55,286080,B
16,Operation A,231,14406740,150034,,,55,286080,B
16,Operation A,231,14406740,150035,,,55,286080,B
16,Operation A,231,14406740,150036,,,55,286080,B
16,Operation A,231,14406740,150037,,,55,286080,B
16,Operation A,231,14406740,150038,,,55,286080,B
16,Operation A,231,14406740,150039,,,55,286080,B
16,Operation A,231,14406740,150040,,,55,286080,B
16,Operation A,231,14406740,150041,,,55,286080,B
16,Operation A,231,14406740,150042,,,55,286080,B
16,Operation A,231,14406740,150043,,,55,286080,B
16,Operation A,231,14406740,150044,,,55,286080,B
16,Operation A,231,14406740,150045,,,55,286080,B
16,Operation A,231,14406740,150046,,,55,286080,B
16,Operation A,231,14407055,150117,,,55,286101,B
16,Operation A,231,14407055,150118,,,55,286101,B
16,Operation A,231,14407055,150119,,,55,286101,B
16,Operation A,231,14407055,150120,,,55,286101,B
16,Operation A,231,14407055,150121,,,55,286101,B
16,Operation A,231,14407055,150122,,,55,286101,B
16,Operation A,231,14407055,150123,,,55,286101,B
16,Operation A,231,14407055,150124,,,55,286101,B
16,Operation A,231,14407055,150125,,,55,286101,B
16,Operation A,231,14407055,150126,,,55,286101,B
16,Operation A,231,14407055,150127,,,55,286101,B
16,Operation A,231,14407055,150128,,,55,286101,B
16,Operation A,231,14407055,150129,,,55,286101,B
16,Operation A,231,14407055,150130,,,55,286101,B
16,Operation A,231,14407055,150131,,,55,286101,B
16,Operation A,231,14407055,150132,,,55,286101,B
16,Operation A,231,14407055,150133,,,55,286101,B
16,Operation A,231,14407055,150134,,,55,286101,B
16,Operation A,231,14407055,150135,,,55,286101,B
16,Operation A,231,14407055,150136,,,55,286101,B
16,Operation A,231,14407055,150137,,,55,286101,B
16,Operation A,231,14407055,150138,,,55,286101,B
16,Operation A,231,14407055,150139,,,55,286101,B
16,Operation A,231,14407055,150140,,,55,286101,B
16,Operation A,231,14407055,150141,,,55,286101,B
16,Operation A,231,14407055,150142,,,55,286101,B
16,Operation A,231,14407055,150143,,,55,286101,B
16,Operation A,231,14407055,150144,,,55,286101,B
16,Operation A,231,14407055,150145,,,55,286101,B
16,Operation A,231,14407055,150146,,,55,286101,B
16,Operation A,231,14407055,150147,,,55,286101,B
16,Operation A,231,14407938,150352,,84460,55,286173,A
16,Operation A,231,14407938,150353,,84460,55,286173,A
16,Operation A,231,14407938,150354,,84460,55,286173,A
16,Operation A,231,14407938,150355,,84460,55,286173,A
16,Operation A,231,14407938,150356,,84460,55,286173,A
16,Operation A,231,14407938,150357,,84460,55,286173,A
16,Operation A,231,14407938,150358,,84460,55,286173,A
16,Operation A,231,14409048,150578,,,55,286248,A
16,Operation A,231,14420455,150910,,84073,55,287017,B
16,Operation A,231,14420455,150911,,84073,55,287017,B
16,Operation A,231,14420455,150912,,,55,287017,B
16,Operation A,231,14420455,150913,,84073,55,287017,B
16,Operation A,231,14420455,150914,,,55,287017,B
16,Operation A,231,14420455,150915,,84073,55,287017,B
16,Operation A,231,14420455,150916,,84073,55,287017,B
16,Operation A,231,14420455,150917,,84073,55,287017,B
16,Operation A,231,14420455,150918,,84073,55,287017,B
16,Operation A,231,14420455,150919,,84073,55,287017,B
16,Operation A,231,14420455,150920,,84073,55,287017,B
16,Operation A,231,14420455,150921,,84073,55,287017,B
16,Operation A,231,14420455,150922,,84073,55,287017,B
16,Operation A,231,14420455,150923,,,55,287017,B
16,Operation A,231,14420455,150924,,,55,287017,B
16,Operation A,231,14420455,150925,,84073,55,287017,B
16,Operation A,231,14420455,150926,,84073,55,287017,B
16,Operation A,231,14420455,150927,,84073,55,287017,B
16,Operation A,231,14420455,150928,,84073,55,287017,B
16,Operation A,231,14420740,151127,,83757,55,287036,B
16,Operation A,231,14420785,151129,,83757,55,287039,B
16,Operation A,231,14420800,151130,,83757,55,287040,B
16,Operation A,231,14420890,151198,,84073,55,287046,B
16,Operation A,231,14421115,151209,,,55,287061,B
16,Operation A,231,14424699,151258,,,55,287302,B
16,Operation A,231,14424699,151259,,,55,287302,B
16,Operation A,231,14426078,151267,,,55,287394,B
16,Operation A,231,14426078,151268,,83757,55,287394,B
16,Operation A,231,14432593,151380,,,55,287830,C
16,Operation A,231,14442861,151495,,,55,288525,A
16,Operation A,231,14443457,151513,,,55,288565,A
16,Operation A,231,14443457,151514,,,55,288565,A
16,Operation A,231,14443457,151515,,,55,288565,A
16,Operation A,231,14447228,151742,,,55,288825,B
16,Operation A,231,14447228,151743,,,55,288825,B
16,Operation A,231,14447228,151744,,,55,288825,B
16,Operation A,231,14447228,151745,,,55,288825,B
16,Operation A,231,14447228,151746,,,55,288825,B
16,Operation A,231,14447228,151747,,,55,288825,B
16,Operation A,231,14447228,151748,,,55,288825,B
16,Operation A,231,14447228,151749,,,55,288825,B
16,Operation A,231,14447228,151750,,,55,288825,B
16,Operation A,231,14447228,151751,,,55,288825,B
16,Operation A,231,14447228,151752,,,55,288825,B
16,Operation A,231,14447228,151753,,,55,288825,B
16,Operation A,231,14447228,151754,,,55,288825,B
16,Operation A,231,14447228,151755,,,55,288825,B
16,Operation A,231,14447228,151756,,,55,288825,B
16,Operation A,231,14447228,151757,,,55,288825,B
16,Operation A,231,14447228,151758,,,55,288825,B
16,Operation A,231,14447228,151759,,,55,288825,B
16,Operation A,231,14447228,151760,,,55,288825,B
16,Operation A,231,14447228,151761,,,55,288825,B
16,Operation A,231,14447228,151762,,,55,288825,B
16,Operation A,231,14447228,151763,,,55,288825,B
16,Operation A,231,14447228,151764,,,55,288825,B
16,Operation A,231,14447228,151765,,,55,288825,B
16,Operation A,231,14447228,151766,,,55,288825,B
16,Operation A,231,14447228,151767,,,55,288825,B
16,Operation A,231,14456621,152935,,,55,290390,B
16,Operation A,231,14457206,152942,,,55,290429,B
16,Operation A,231,14457206,152943,,,55,290429,B
16,Operation A,231,14459090,153049,,,55,290555,B
